"REGIME","SITUPRE","DIPDER","NIVEAU","SECTDIS","DISCIPLI","NBACH","CURSUS_LMD","RES","SEXE","AGE"
10,"H","N",1,15,15,0,"M","Admis","M",23
10,"H","N",1,24,5,0,"M","Admis","M",23
12,"U","Q",2,38,2,0,"M","Admis","F",22
10,"H","N",1,14,15,0,"M","Non_Admis","M",22
10,"H","N",3,41,15,0,"L","Admis","M",23
12,"C","C",1,35,6,0,"L","Admis","M",22
10,"H","Q",2,36,1,0,"M","Admis","F",22
10,"H","N",1,14,15,0,"M","Admis","M",21
12,"H","N",1,39,2,0,"M","Admis","M",21
10,"H","Q",1,36,1,0,"M","Non_Admis","M",23
10,"H","U",2,21,4,0,"M","Non_Admis","F",22
10,"H","N",3,40,3,0,"L","Admis","F",22
10,"H","N",1,34,6,0,"M","Admis","F",22
10,"H","N",1,40,3,0,"M","Admis","M",22
12,"H","Q",2,39,2,0,"M","Admis","F",22
12,"H","Q",2,39,2,0,"M","Admis","F",22
10,"J","N",1,33,6,0,"M","Admis","F",23
10,"H","N",2,14,15,0,"M","Admis","M",21
12,"B","B",1,39,2,0,"L","Admis","F",22
11,"H","Z",1,21,4,0,"M","Non_Admis","F",65
10,"H","A",3,10,10,0,"L","Admis","M",24
10,"H","U",2,39,2,0,"M","Admis","M",22
12,"H","Q",2,3,15,0,"M","Admis","M",24
12,"H","N",2,24,5,0,"M","Admis","F",21
11,"H","N",1,24,5,0,"M","Admis","F",25
10,"H","U",2,36,1,0,"M","Admis","F",22
10,"H","N",2,21,4,0,"M","Admis","F",25
10,"H","N",1,14,15,0,"M","Non_Admis","M",24
10,"U","Q",2,21,4,0,"M","Non_Admis","M",23
12,"H","Q",2,33,6,0,"M","Admis","F",23
10,"H","C",3,36,1,0,"L","Admis","F",25
10,"H","M",1,11,15,0,"M","Admis","M",22
10,"H","A",1,36,1,0,"M","Non_Admis","F",23
10,"H","N",1,11,15,0,"M","Admis","M",23
10,"H","A",3,24,5,0,"L","Non_Admis","F",23
12,"H","Q",2,3,15,0,"M","Admis","M",23
10,"H","N",2,15,15,0,"M","Admis","M",22
10,"H","N",2,40,3,0,"M","Admis","F",23
10,"H","Q",2,34,6,0,"M","Admis","F",22
10,"H","N",2,27,6,0,"M","Non_Admis","M",22
10,"H","A",2,36,1,0,"L","Non_Admis","F",22
12,"B","B",1,39,2,0,"L","Admis","F",22
12,"H","Q",2,24,5,0,"M","Admis","F",21
12,"H","Q",2,39,2,0,"M","Admis","M",22
10,"H","Z",1,34,6,0,"M","Non_Admis","F",22
10,"H","A",2,36,1,0,"L","Non_Admis","M",27
10,"H","N",2,36,1,0,"M","Admis","M",24
10,"U","N",1,33,6,0,"M","Admis","F",21
10,"H","N",2,40,3,0,"M","Admis","M",23
10,"H","A",3,27,6,0,"L","Non_Admis","F",22
10,"H","A",3,21,4,0,"L","Admis","M",22
12,"H","Q",2,14,15,0,"M","Admis","M",23
10,"U","C",3,14,15,0,"L","Non_Admis","M",24
10,"H","N",2,14,15,0,"M","Admis","M",21
11,"E","Q",2,34,6,0,"M","Admis","F",22
10,"H","A",3,6,9,0,"L","Admis","M",22
10,"H","Q",2,36,1,0,"M","Admis","F",24
10,"H","N",1,21,4,0,"M","Non_Admis","M",22
12,"U","Y",1,40,3,0,"M","Admis","M",21
10,"H","U",2,21,4,0,"M","Non_Admis","F",27
10,"H","N",1,36,1,0,"M","Non_Admis","M",26
12,"U","A",1,35,6,0,"L","Admis","F",22
10,"H","N",2,14,15,0,"M","Admis","M",21
10,"H","A",3,36,1,0,"L","Admis","F",22
10,"H","N",1,34,6,0,"M","Admis","F",25
10,"H","N",1,16,15,0,"M","Non_Admis","M",24
12,"H","Q",2,24,5,0,"M","Admis","F",23
10,"H","N",1,40,3,0,"M","Non_Admis","F",23
22,"U","N",1,16,15,0,"M","Admis","M",27
10,"H","N",1,14,15,0,"M","Non_Admis","M",25
10,"H","A",2,36,1,0,"L","Admis","F",21
12,"H","N",1,14,15,0,"M","Admis","M",23
10,"H","N",1,36,1,0,"M","Admis","M",22
10,"H","Q",2,11,15,0,"M","Admis","M",23
10,"H","A",3,27,6,0,"L","Admis","M",21
10,"H","N",2,14,15,0,"M","Admis","M",22
22,"H","Q",2,34,6,0,"M","Admis","M",22
12,"H","N",2,39,2,0,"M","Admis","M",22
10,"H","A",3,62,2,0,"L","Non_Admis","M",22
10,"H","I",3,1,15,0,"L","Non_Admis","F",22
10,"U","A",1,34,6,0,"M","Admis","F",23
10,"H","Q",2,33,6,0,"M","Admis","F",23
10,"H","Q",2,15,15,0,"M","Admis","F",24
10,"H","A",2,21,4,0,"L","Admis","F",22
12,"H","N",1,39,2,0,"M","Admis","F",22
22,"H","U",2,11,15,0,"M","Admis","M",26
12,"B","B",1,39,2,0,"L","Admis","M",21
12,"C","C",1,39,2,0,"L","Admis","M",22
10,"H","N",1,14,15,0,"M","Non_Admis","M",24
10,"H","N",2,21,4,0,"M","Non_Admis","F",24
11,"E","Q",2,34,6,0,"M","Admis","M",26
10,"H","N",3,62,2,0,"L","Admis","M",23
12,"H","I",3,33,6,0,"L","Admis","F",22
10,"H","B",3,36,1,0,"L","Non_Admis","F",23
10,"H","A",3,27,6,0,"L","Admis","F",23
12,"H","N",2,11,15,0,"M","Admis","F",24
11,"U","N",1,14,15,0,"M","Admis","M",24
10,"H","Q",1,16,15,0,"M","Admis","M",30
10,"E","N",1,34,6,0,"M","Non_Admis","F",23
11,"U","N",1,36,1,0,"M","Non_Admis","F",25
10,"H","A",1,14,15,0,"L","Non_Admis","M",22
10,"H","A",2,43,15,0,"L","Non_Admis","M",24
10,"H","Q",1,36,1,0,"M","Admis","F",25
10,"H","Q",2,40,3,0,"M","Admis","F",22
10,"H","U",2,36,1,0,"M","Admis","M",22
10,"H","A",2,36,1,0,"L","Non_Admis","F",22
10,"H","N",3,24,5,0,"L","Admis","F",22
10,"H","Q",2,14,15,0,"M","Non_Admis","M",26
10,"H","A",3,62,2,0,"L","Admis","F",22
10,"H","M",3,33,6,0,"L","Non_Admis","F",22
10,"H","I",3,6,9,0,"L","Non_Admis","F",24
10,"H","N",2,27,6,0,"M","Admis","F",21
10,"H","N",1,40,3,0,"M","Admis","M",24
10,"H","N",1,34,6,0,"M","Admis","F",26
10,"H","Z",1,36,1,0,"M","Admis","F",22
10,"H","N",1,40,3,0,"M","Admis","M",23
12,"H","A",3,24,5,0,"L","Admis","F",23
10,"H","A",2,36,1,0,"L","Non_Admis","F",24
10,"H","I",3,10,10,0,"L","Admis","M",23
10,"H","N",1,14,15,0,"M","Admis","M",22
10,"H","A",3,6,9,0,"L","Non_Admis","F",24
10,"H","Q",2,21,4,0,"M","Non_Admis","F",22
10,"H","A",3,36,1,0,"L","Non_Admis","F",23
10,"H","Q",2,34,6,0,"M","Admis","F",23
10,"H","Q",2,34,6,0,"M","Admis","M",25
12,"H","C",1,39,2,0,"M","Admis","M",22
10,"H","N",2,6,9,0,"M","Admis","F",24
10,"U","N",1,6,9,0,"M","Non_Admis","F",22
10,"H","N",1,33,6,0,"M","Non_Admis","F",21
10,"H","I",3,10,10,0,"L","Admis","M",26
10,"H","U",2,14,15,0,"M","Admis","M",23
10,"H","A",3,10,10,0,"L","Admis","M",24
12,"H","Q",2,33,6,0,"M","Admis","F",23
10,"H","N",1,6,9,0,"M","Non_Admis","F",24
10,"U","Q",2,34,6,0,"M","Admis","F",27
10,"H","N",1,33,6,0,"M","Non_Admis","M",23
10,"H","N",1,6,9,0,"M","Admis","F",22
10,"H","N",2,27,6,0,"M","Admis","M",26
10,"E","Q",1,34,6,0,"M","Admis","M",22
10,"H","I",2,1,15,0,"L","Non_Admis","M",28
10,"H","N",2,1,15,0,"M","Admis","F",24
10,"H","N",1,6,9,0,"M","Admis","F",22
10,"H","N",1,36,1,0,"M","Admis","F",24
10,"H","Q",2,34,6,0,"M","Admis","F",21
10,"H","N",3,62,2,0,"L","Admis","M",22
10,"H","N",2,6,9,0,"M","Admis","M",23
10,"H","Q",2,34,6,0,"M","Non_Admis","F",23
10,"H","N",3,62,2,0,"L","Non_Admis","F",23
10,"H","Q",2,38,2,0,"M","Non_Admis","M",23
10,"H","A",2,36,1,0,"L","Non_Admis","M",24
10,"H","N",1,1,15,0,"M","Non_Admis","M",25
10,"H","Q",2,39,2,0,"M","Non_Admis","M",21
12,"H","N",1,39,2,0,"M","Admis","M",23
10,"H","A",2,39,2,0,"L","Admis","F",24
10,"H","N",2,33,6,0,"L","Non_Admis","M",23
12,"H","C",1,39,2,0,"M","Admis","M",22
10,"H","N",1,14,15,0,"M","Non_Admis","M",21
10,"H","A",3,36,1,0,"L","Admis","F",20
10,"H","N",1,14,15,0,"M","Admis","M",23
10,"H","A",3,36,1,0,"L","Admis","M",21
10,"H","N",1,34,6,0,"M","Non_Admis","F",21
10,"H","N",1,15,15,0,"M","Admis","M",20
10,"H","N",1,34,6,0,"M","Admis","F",20
12,"C","C",3,62,2,0,"L","Admis","M",21
10,"H","N",1,33,6,0,"M","Admis","F",23
10,"H","A",2,27,6,0,"L","Non_Admis","M",21
10,"H","A",3,6,9,0,"L","Admis","F",22
10,"H","N",1,24,5,0,"M","Admis","M",22
12,"H","N",1,40,3,0,"M","Admis","F",21
10,"H","N",1,36,1,0,"M","Admis","M",22
10,"H","A",3,36,1,0,"L","Admis","F",22
10,"H","Z",1,34,6,0,"M","Admis","F",22
10,"H","N",1,27,6,0,"M","Admis","M",22
10,"H","A",3,24,5,0,"L","Non_Admis","F",24
10,"H","I",1,34,6,0,"M","Admis","F",21
10,"H","A",3,10,10,0,"L","Non_Admis","F",22
10,"H","I",1,34,6,0,"M","Non_Admis","M",21
10,"H","I",3,36,1,0,"L","Admis","F",21
10,"H","I",3,62,2,0,"L","Admis","M",21
10,"H","A",3,40,3,0,"L","Admis","F",23
10,"H","N",1,33,6,0,"M","Admis","F",22
10,"U","C",3,40,3,0,"L","Admis","F",21
10,"H","N",1,24,5,0,"M","Admis","M",21
10,"H","N",1,16,15,0,"M","Admis","M",21
10,"H","A",2,6,9,0,"L","Non_Admis","F",22
10,"H","A",3,33,6,0,"L","Admis","M",21
10,"H","A",2,27,6,0,"L","Admis","F",20
10,"H","A",3,27,6,0,"L","Admis","F",22
12,"H","N",1,40,3,0,"M","Admis","M",21
10,"H","N",1,33,6,0,"M","Non_Admis","M",21
10,"H","N",1,40,3,0,"M","Admis","F",21
10,"H","N",1,40,3,0,"M","Admis","M",20
10,"H","A",2,36,1,0,"L","Non_Admis","M",20
12,"H","N",1,40,3,0,"M","Admis","M",21
10,"H","I",1,34,6,0,"M","Non_Admis","F",21
10,"H","N",1,14,15,0,"M","Admis","M",21
10,"H","N",1,40,3,0,"M","Admis","F",20
10,"H","A",2,14,15,0,"L","Admis","F",22
10,"H","N",1,24,5,0,"M","Admis","F",21
10,"H","A",3,6,9,0,"L","Non_Admis","F",21
10,"H","N",1,6,9,0,"M","Non_Admis","M",21
12,"H","N",1,14,15,0,"M","Admis","M",21
10,"H","I",3,24,5,0,"L","Admis","M",22
10,"H","N",1,27,6,0,"M","Admis","M",21
10,"H","A",3,14,15,0,"L","Admis","M",21
10,"H","A",2,6,9,0,"L","Non_Admis","F",21
10,"H","A",2,36,1,0,"L","Admis","F",22
10,"H","N",1,6,9,0,"M","Admis","F",19
10,"H","A",3,10,10,0,"L","Admis","F",20
10,"H","A",2,6,9,0,"L","Admis","M",20
12,"B","B",1,39,2,0,"L","Admis","F",21
10,"H","A",3,62,2,0,"L","Admis","F",21
10,"H","N",3,21,4,0,"L","Admis","F",23
10,"H","N",1,34,6,0,"M","Admis","F",21
12,"B","B",1,35,6,0,"L","Admis","F",20
10,"H","N",1,36,1,0,"M","Admis","F",21
10,"H","N",1,36,1,0,"M","Admis","F",21
10,"H","N",1,6,9,0,"M","Admis","F",21
10,"H","I",1,34,6,0,"M","Admis","F",21
10,"H","N",1,34,6,0,"M","Admis","F",23
10,"H","A",3,10,10,0,"L","Admis","M",21
10,"H","N",1,34,6,0,"M","Admis","F",20
10,"H","N",1,39,2,0,"M","Admis","F",21
10,"H","A",2,33,6,0,"L","Admis","M",21
10,"H","Y",1,39,2,0,"M","Non_Admis","F",22
10,"U","A",1,24,5,0,"L","Admis","F",20
10,"H","N",1,36,1,0,"M","Admis","F",22
10,"H","A",3,36,1,0,"L","Admis","M",21
10,"H","A",2,36,1,0,"L","Admis","M",21
10,"H","A",2,40,3,0,"L","Admis","M",22
10,"H","A",3,14,15,0,"L","Admis","M",21
10,"H","I",3,10,10,0,"L","Admis","M",21
10,"H","I",1,34,6,0,"M","Admis","F",20
10,"H","A",2,10,10,0,"L","Admis","F",20
12,"H","N",1,14,15,0,"M","Admis","M",21
10,"H","A",2,62,2,0,"L","Admis","M",21
12,"H","N",1,14,15,0,"M","Admis","F",21
10,"H","N",1,21,4,0,"M","Admis","F",20
10,"H","A",3,40,3,0,"L","Admis","M",21
12,"H","I",3,27,6,0,"L","Admis","F",21
12,"J","C",1,39,2,0,"L","Admis","M",23
10,"H","A",3,36,1,0,"L","Admis","M",22
10,"H","N",1,34,6,0,"M","Admis","M",21
10,"H","A",2,41,15,0,"L","Admis","M",22
12,"U","B",1,66,6,0,"L","Admis","F",23
10,"H","N",1,14,15,0,"M","Admis","M",22
10,"H","N",1,16,15,0,"M","Non_Admis","M",21
12,"H","N",1,40,3,0,"M","Admis","F",21
12,"H","N",1,40,3,0,"M","Admis","F",20
10,"H","A",3,62,2,0,"L","Admis","M",21
12,"B","B",1,14,15,0,"L","Admis","M",20
10,"H","A",3,21,4,0,"L","Non_Admis","F",21
10,"H","A",3,14,15,0,"L","Admis","M",21
10,"H","A",3,6,9,0,"L","Admis","F",21
12,"H","C",1,39,2,0,"M","Admis","M",22
10,"C","C",3,41,15,0,"L","Admis","M",22
12,"H","N",1,39,2,0,"M","Admis","F",20
10,"H","A",1,34,6,0,"M","Non_Admis","M",21
10,"H","N",1,34,6,0,"M","Admis","F",20
10,"H","B",3,1,15,0,"L","Non_Admis","M",24
12,"H","A",2,1,15,0,"L","Non_Admis","F",21
10,"H","N",1,27,6,0,"M","Admis","M",20
10,"H","N",1,14,15,0,"M","Admis","M",21
10,"H","A",3,6,9,0,"L","Non_Admis","F",20
12,"H","N",1,11,15,0,"M","Admis","M",21
12,"H","A",3,1,15,0,"L","Non_Admis","M",22
10,"H","N",1,3,15,0,"M","Admis","F",21
12,"B","B",1,39,2,0,"L","Admis","F",21
10,"H","A",3,33,6,0,"L","Admis","M",22
10,"H","A",3,36,1,0,"L","Admis","M",20
10,"H","A",3,33,6,0,"L","Non_Admis","F",21
10,"H","A",1,33,6,0,"L","Non_Admis","M",22
10,"H","N",1,40,3,0,"M","Admis","F",20
10,"H","A",3,6,9,0,"L","Admis","M",21
10,"H","M",3,10,10,0,"L","Non_Admis","M",20
10,"H","M",3,10,10,0,"L","Admis","M",23
10,"H","M",1,40,3,0,"M","Admis","M",20
10,"H","N",1,34,6,0,"M","Admis","F",21
10,"H","A",3,10,10,0,"L","Admis","M",21
10,"H","A",1,36,1,0,"L","Admis","F",21
10,"H","A",3,24,5,0,"L","Admis","F",21
10,"H","N",1,36,1,0,"M","Admis","F",22
10,"H","N",1,39,2,0,"M","Admis","M",23
10,"U","A",3,41,15,0,"L","Admis","M",21
12,"H","N",1,40,3,0,"M","Admis","M",21
10,"H","N",3,24,5,0,"L","Non_Admis","F",24
12,"H","N",1,16,15,0,"M","Admis","F",21
12,"H","N",3,14,15,0,"L","Non_Admis","F",21
10,"H","N",1,15,15,0,"M","Admis","F",20
10,"H","A",2,36,1,0,"L","Admis","F",22
12,"H","I",3,27,6,0,"L","Admis","F",21
10,"H","A",1,36,1,0,"M","Admis","M",21
10,"H","A",2,40,3,0,"L","Admis","F",23
10,"H","C",3,41,15,0,"L","Admis","M",20
10,"H","N",1,3,15,0,"M","Admis","F",21
10,"H","I",1,34,6,0,"M","Non_Admis","F",24
10,"H","A",2,6,9,0,"L","Admis","M",21
10,"H","A",1,36,1,0,"L","Admis","F",21
10,"H","A",1,41,15,0,"L","Non_Admis","M",20
10,"H","Z",1,34,6,0,"M","Admis","F",21
10,"H","A",3,40,3,0,"L","Admis","M",21
10,"H","A",1,36,1,0,"L","Admis","F",21
10,"H","N",1,24,5,0,"M","Admis","F",21
10,"H","N",1,34,6,0,"M","Admis","M",21
10,"H","A",3,10,10,0,"L","Admis","M",23
10,"H","A",3,14,15,0,"L","Non_Admis","M",22
10,"H","A",2,6,9,0,"L","Non_Admis","F",20
10,"S","A",2,36,1,0,"L","Admis","F",20
10,"H","A",3,43,15,0,"L","Non_Admis","M",21
10,"H","Z",3,21,4,0,"L","Non_Admis","F",21
10,"H","I",3,10,10,0,"L","Admis","M",20
10,"H","A",2,10,10,0,"L","Non_Admis","F",21
12,"H","N",1,14,15,0,"M","Admis","F",21
10,"H","A",3,21,4,0,"L","Non_Admis","M",20
10,"U","A",1,33,6,0,"L","Admis","F",21
12,"H","N",1,40,3,0,"M","Admis","M",21
12,"H","A",2,27,6,0,"L","Non_Admis","M",21
10,"H","A",2,41,15,0,"L","Admis","M",21
10,"H","A",2,14,15,0,"L","Admis","M",21
12,"C","N",1,3,15,0,"M","Non_Admis","M",21
10,"H","A",3,36,1,0,"L","Admis","F",21
12,"H","C",1,39,2,0,"M","Admis","F",21
10,"H","A",3,14,15,0,"L","Admis","F",22
12,"H","A",3,27,6,0,"L","Admis","F",21
10,"H","N",1,24,5,0,"M","Admis","F",21
10,"H","A",2,36,1,0,"L","Non_Admis","M",23
10,"C","C",3,41,15,0,"L","Admis","F",21
12,"C","C",1,16,15,0,"L","Admis","M",22
10,"H","A",3,24,5,0,"L","Admis","M",21
12,"B","B",1,39,2,0,"L","Admis","F",21
10,"H","A",2,36,1,0,"L","Non_Admis","F",22
10,"H","Z",1,40,3,0,"M","Admis","F",24
10,"H","N",1,40,3,0,"M","Admis","M",21
10,"H","A",3,10,10,0,"L","Admis","M",20
10,"H","A",3,1,15,0,"L","Non_Admis","M",22
10,"H","A",3,10,10,0,"L","Admis","M",21
10,"H","A",3,21,4,0,"L","Admis","M",21
10,"H","N",1,33,6,0,"M","Admis","F",20
10,"H","N",1,34,6,0,"M","Non_Admis","F",20
10,"H","A",3,33,6,0,"L","Non_Admis","M",22
10,"H","A",3,10,10,0,"L","Non_Admis","F",20
10,"H","N",1,24,5,0,"M","Non_Admis","F",20
10,"H","Y",1,34,6,0,"M","Non_Admis","F",23
10,"C","C",3,41,15,0,"L","Admis","M",23
12,"H","N",1,39,2,0,"M","Admis","F",21
12,"U","C",1,39,2,0,"M","Admis","M",21
10,"H","A",1,36,1,0,"M","Admis","F",21
10,"C","C",3,41,15,0,"L","Non_Admis","M",21
10,"H","Y",3,1,15,0,"L","Non_Admis","M",20
10,"C","N",1,11,15,0,"M","Non_Admis","M",20
10,"H","A",2,36,1,0,"L","Admis","F",21
10,"H","A",2,43,15,0,"L","Admis","F",22
10,"H","Z",1,34,6,0,"M","Non_Admis","F",20
10,"H","A",3,1,15,0,"L","Admis","F",22
12,"B","B",1,29,6,0,"L","Admis","M",22
10,"H","A",2,62,2,0,"L","Admis","M",22
10,"C","C",1,39,2,0,"L","Admis","M",22
10,"H","A",2,10,10,0,"L","Admis","M",24
10,"H","A",3,41,15,0,"L","Admis","M",21
10,"H","N",1,34,6,0,"M","Admis","F",21
10,"H","N",1,6,9,0,"M","Admis","M",21
10,"H","A",2,10,10,0,"L","Non_Admis","M",23
10,"H","N",1,34,6,0,"M","Admis","F",21
10,"H","A",2,24,5,0,"L","Non_Admis","M",22
10,"U","M",3,10,10,0,"L","Admis","F",20
10,"H","N",1,27,6,0,"M","Admis","M",22
10,"H","Z",1,34,6,0,"M","Non_Admis","M",22
10,"H","N",1,40,3,0,"M","Admis","F",20
10,"H","A",2,21,4,0,"L","Admis","M",23
12,"H","C",1,16,15,0,"L","Admis","M",22
10,"C","N",1,40,3,0,"M","Non_Admis","M",21
10,"H","A",3,41,15,0,"L","Admis","M",21
12,"C","C",3,62,2,0,"L","Admis","M",22
10,"H","A",2,41,15,0,"L","Admis","M",21
12,"C","N",1,11,15,0,"M","Admis","F",24
10,"H","N",1,15,15,0,"M","Admis","M",20
10,"H","A",2,24,5,0,"L","Admis","M",21
10,"H","M",3,10,10,0,"L","Admis","M",21
10,"H","I",3,27,6,0,"L","Admis","F",21
10,"H","N",1,33,6,0,"M","Admis","F",22
10,"H","A",3,40,3,0,"L","Admis","M",23
10,"H","N",1,40,3,0,"M","Admis","F",22
12,"B","B",1,35,6,0,"L","Admis","M",21
10,"H","A",2,10,10,0,"L","Admis","M",22
10,"H","A",3,24,5,0,"L","Admis","F",22
10,"H","I",1,34,6,0,"M","Admis","M",27
10,"H","N",1,34,6,0,"M","Admis","M",20
10,"H","A",3,27,6,0,"L","Admis","M",21
10,"H","A",3,6,9,0,"L","Admis","F",21
10,"H","A",2,62,2,0,"L","Admis","F",22
10,"H","N",1,40,3,0,"M","Admis","F",21
12,"H","A",2,39,2,0,"L","Admis","F",23
10,"H","A",3,40,3,0,"L","Admis","F",23
10,"H","A",2,24,5,0,"L","Admis","F",20
10,"H","A",2,24,5,0,"L","Admis","M",22
10,"H","N",1,27,6,0,"M","Admis","M",20
10,"H","A",3,1,15,0,"L","Non_Admis","F",20
12,"U","N",1,39,2,0,"M","Admis","F",21
10,"H","A",2,36,1,0,"L","Admis","M",22
10,"H","I",1,34,6,0,"M","Admis","F",21
10,"H","N",1,34,6,0,"M","Admis","F",22
10,"H","N",1,36,1,0,"M","Admis","M",20
10,"H","Z",3,62,2,0,"L","Admis","M",20
12,"C","C",1,16,15,0,"L","Admis","M",21
12,"U","C",1,35,6,0,"L","Admis","F",20
12,"H","N",2,39,2,0,"M","Admis","F",23
10,"H","Q",2,16,15,0,"M","Admis","M",24
12,"H","N",1,39,2,0,"M","Admis","F",21
10,"H","N",1,15,15,0,"M","Admis","M",21
10,"C","C",3,41,15,0,"L","Admis","F",21
10,"H","Z",1,33,6,0,"M","Admis","M",21
10,"H","N",1,24,5,0,"M","Admis","F",21
10,"U","C",3,40,3,0,"L","Admis","F",21
10,"H","I",3,10,10,0,"L","Admis","M",21
12,"C","N",1,39,2,0,"M","Admis","M",21
12,"C","N",1,39,2,0,"M","Admis","M",21
10,"H","A",2,62,2,0,"L","Admis","F",24
10,"H","A",3,6,9,0,"L","Non_Admis","F",21
10,"H","A",3,21,4,0,"L","Admis","F",22
10,"H","N",1,34,6,0,"M","Non_Admis","F",21
10,"H","A",3,6,9,0,"L","Admis","M",21
12,"H","A",3,62,2,0,"L","Admis","M",20
10,"H","N",1,40,3,0,"M","Admis","M",23
10,"H","A",2,6,9,0,"L","Admis","F",22
10,"H","A",2,62,2,0,"L","Non_Admis","M",21
12,"H","A",3,6,9,0,"L","Admis","M",21
10,"H","A",2,62,2,0,"L","Non_Admis","M",22
10,"H","A",3,36,1,0,"L","Non_Admis","M",22
10,"H","N",1,21,4,0,"M","Admis","F",21
22,"U","B",1,14,15,0,"L","Admis","M",19
10,"H","N",1,39,2,0,"M","Admis","M",21
10,"H","N",1,16,15,0,"M","Admis","M",21
10,"H","A",3,33,6,0,"L","Admis","M",20
10,"H","N",1,34,6,0,"M","Admis","M",20
10,"H","A",3,14,15,0,"L","Admis","M",21
12,"U","C",1,11,15,0,"L","Admis","F",21
10,"H","A",2,36,1,0,"L","Admis","F",21
10,"H","A",2,62,2,0,"L","Non_Admis","M",21
10,"H","A",3,10,10,0,"L","Non_Admis","M",21
10,"H","N",1,40,3,0,"M","Admis","M",21
12,"H","N",1,39,2,0,"M","Admis","F",21
10,"H","A",3,21,4,0,"L","Admis","F",21
12,"U","C",1,11,15,0,"L","Admis","M",22
10,"H","M",3,41,15,0,"L","Non_Admis","M",22
10,"H","N",2,40,3,0,"M","Admis","F",24
10,"H","A",3,36,1,0,"L","Admis","F",21
10,"H","I",3,10,10,0,"L","Admis","M",20
10,"H","N",1,33,6,0,"M","Non_Admis","F",21
10,"H","I",1,36,1,0,"M","Admis","M",23
10,"H","A",1,36,1,0,"M","Admis","F",20
10,"C","C",3,41,15,0,"L","Non_Admis","M",22
10,"H","I",3,10,10,0,"L","Admis","M",20
10,"H","N",1,24,5,0,"M","Non_Admis","F",22
10,"H","A",2,62,2,0,"L","Admis","M",20
10,"H","N",1,39,2,0,"M","Non_Admis","F",28
10,"H","Z",2,36,1,0,"L","Non_Admis","F",20
10,"H","I",1,34,6,0,"M","Admis","M",23
10,"H","I",3,21,4,0,"L","Admis","M",21
10,"H","A",3,14,15,0,"L","Admis","M",21
12,"C","C",3,41,15,0,"L","Admis","M",20
10,"H","I",3,36,1,0,"L","Admis","M",21
12,"H","N",1,40,3,0,"M","Admis","F",20
10,"H","A",3,10,10,0,"L","Non_Admis","M",22
10,"H","N",1,3,15,0,"M","Admis","M",21
12,"H","N",1,39,2,0,"M","Admis","M",21
10,"H","A",3,40,3,0,"L","Admis","M",21
12,"H","A",3,24,5,0,"L","Admis","M",21
10,"H","N",1,6,9,0,"M","Non_Admis","M",22
10,"H","Q",2,40,3,0,"M","Admis","F",24
12,"C","C",1,39,2,0,"L","Admis","M",22
10,"H","A",3,36,1,0,"L","Admis","F",21
10,"H","N",1,39,2,0,"M","Admis","F",22
10,"H","A",3,24,5,0,"L","Admis","M",24
10,"H","A",2,40,3,0,"L","Admis","M",21
10,"H","C",3,14,15,0,"L","Non_Admis","M",21
10,"H","A",3,40,3,0,"L","Admis","M",21
10,"H","A",3,40,3,0,"L","Admis","F",20
10,"H","N",1,33,6,0,"M","Admis","M",21
10,"H","A",2,14,15,0,"L","Admis","M",22
12,"B","B",1,39,2,0,"L","Admis","F",21
10,"H","A",3,36,1,0,"L","Admis","F",21
10,"H","N",1,34,6,0,"M","Non_Admis","M",20
10,"H","A",2,40,3,0,"L","Admis","M",21
12,"H","A",3,40,3,0,"L","Admis","F",20
12,"H","A",2,1,15,0,"L","Admis","M",21
10,"H","A",3,24,5,0,"L","Non_Admis","F",22
10,"H","N",1,24,5,0,"M","Admis","F",21
10,"H","A",3,14,15,0,"L","Admis","M",21
10,"H","A",1,24,5,0,"M","Admis","M",22
10,"U","N",1,15,15,0,"M","Non_Admis","M",24
10,"H","N",3,41,15,0,"L","Non_Admis","M",22
10,"H","A",3,10,10,0,"L","Non_Admis","F",21
12,"H","N",1,40,3,0,"M","Admis","F",22
12,"H","N",1,40,3,0,"M","Admis","F",22
10,"H","N",1,15,15,0,"M","Admis","M",21
10,"H","A",3,41,15,0,"L","Admis","M",21
10,"H","N",1,36,1,0,"M","Admis","F",21
11,"H","2",3,14,15,0,"L","Admis","F",26
10,"H","A",2,43,15,0,"L","Non_Admis","F",22
10,"H","A",3,24,5,0,"L","Admis","F",21
10,"H","N",2,16,15,0,"M","Admis","M",22
10,"H","A",3,24,5,0,"L","Admis","F",21
10,"H","N",2,36,1,0,"M","Admis","M",30
10,"H","A",2,41,15,0,"L","Non_Admis","M",21
10,"H","N",1,36,1,0,"M","Non_Admis","M",21
10,"H","A",2,36,1,0,"L","Non_Admis","F",21
10,"H","N",2,16,15,0,"M","Admis","M",26
10,"H","N",2,6,9,0,"M","Admis","M",24
10,"C","C",3,40,3,0,"L","Admis","M",20
12,"B","B",1,14,15,0,"L","Admis","M",23
10,"H","A",3,36,1,0,"L","Admis","F",24
10,"H","Q",2,16,15,0,"M","Admis","F",24
12,"H","M",1,66,6,0,"L","Admis","F",21
10,"H","A",2,21,4,0,"L","Non_Admis","M",22
10,"H","A",3,14,15,0,"L","Admis","F",21
12,"H","N",1,14,15,0,"M","Non_Admis","M",21
10,"H","N",1,40,3,0,"M","Admis","F",21
10,"H","A",3,62,2,0,"L","Admis","M",25
